experiment_id,run_iteration,gen,total_episodes,score,lr,batch_size,gamma,epsilon,Max Iteration Episode,Iteration time
mu09_01,18,82,6560,231.9,0.00227,1003,0.999,0.6184,,
mu09_01,18,83,6640,222.8,0.00295,713,0.996,0.9044,,
mu09_01,18,84,6720,224.8,0.00038,877,0.968,0.859,,
mu09_01,18,85,6800,205.3,0.00445,506,0.998,0.9131,,
mu09_01,18,86,6880,182.9,0.00038,877,0.968,0.859,,
mu09_01,18,87,6960,229,0.00253,1023,0.96,0.8001,,
mu09_01,18,88,7040,282.1,0.00253,1023,0.96,0.8001,,
mu09_01,18,89,7120,257.2,0.00042,982,0.983,0.9515,,
mu09_01,18,90,7200,248.5,0.00185,1013,0.933,0.5809,,
mu09_01,18,91,7280,235.9,0.00185,1013,0.933,0.5809,,
mu09_01,18,92,7360,159.6,0.00106,989,0.963,0.7729,,
mu09_01,18,93,7440,175.1,0.00114,909,0.936,0.9212,,
mu09_01,18,94,7520,85.9,0.00411,350,0.996,0.8102,,
mu09_01,18,95,7600,89.4,0.00749,498,0.989,0.8975,,
mu09_01,18,96,7680,112.6,0.00671,1014,0.952,0.0818,,
mu09_01,18,97,7760,151.5,0.00602,1009,0.954,0.1098,,
mu09_01,18,98,7840,110.2,0.00089,1007,0.891,0.4,,
mu09_01,18,99,7920,107.1,0.00089,1007,0.891,0.4,,
mu09_01,18,100,8000,123.6,0.00089,1007,0.891,0.4,,
mu09_01,18,101,8080,162.2,0.00176,1011,0.912,0.1944,,
mu09_01,18,102,8160,179.2,0.00176,1011,0.912,0.1944,,
mu09_01,18,103,8240,115.1,0.00114,997,0.922,0.0643,,
mu09_01,18,104,8320,186.2,0.00287,986,0.813,0.2757,,
mu09_01,18,105,8400,140.8,0.00099,1023,0.841,0.0572,,
mu09_01,18,106,8480,148.6,0.00099,1023,0.841,0.0572,,
mu09_01,18,107,8560,209.1,0.00112,967,0.809,0.0116,,
mu09_01,18,108,8640,500,0.00112,967,0.809,0.0116,,
mu09_01,18,,,,,,,,8640,5796
mu09_01,19,1,80,11.9,0.00655,334,0.898,0.1818,,
mu09_01,19,2,160,22.6,0.00076,809,0.806,0.9561,,
mu09_01,19,3,240,44.1,0.00051,267,0.843,0.2448,,
mu09_01,19,4,320,500,0.01,179,0.929,0.4055,,
mu09_01,19,,,,,,,,320,121
mu09_01,20,1,80,15.2,0.00724,331,0.819,0.6968,,
mu09_01,20,2,160,21.4,0.00608,106,0.995,0.4924,,
mu09_01,20,3,240,271.1,0.00728,235,0.973,0.5461,,
mu09_01,20,4,320,218.2,0.00197,777,0.803,0.2528,,
mu09_01,20,5,400,208.8,0.00197,777,0.803,0.2528,,
mu09_01,20,6,480,349.7,0.00069,689,0.811,0.538,,
mu09_01,20,7,560,344.4,0.00069,689,0.811,0.538,,
mu09_01,20,8,640,205.9,0.00069,689,0.811,0.538,,
mu09_01,20,9,720,288.6,0.00187,696,0.989,0.0332,,
mu09_01,20,10,800,241,0.00818,861,0.999,0.6797,,
mu09_01,20,11,880,184,0.00847,687,0.895,0.9997,,
mu09_01,20,12,960,293.6,0.0096,792,0.819,0.3212,,
mu09_01,20,13,1040,131.1,0.00965,822,0.992,0.0413,,
mu09_01,20,14,1120,272.3,0.00965,822,0.992,0.0413,,
mu09_01,20,15,1200,215.3,0.00021,40,0.844,0.0206,,
mu09_01,20,16,1280,153.7,0.00492,1004,0.826,0.6065,,
mu09_01,20,17,1360,166.2,0.00012,477,0.809,0.9692,,
mu09_01,20,18,1440,164.8,0.00012,477,0.809,0.9692,,
mu09_01,20,19,1520,184.2,0.00014,510,0.975,0.7086,,
mu09_01,20,20,1600,175.6,0.00012,477,0.809,0.9692,,
mu09_01,20,21,1680,160.6,0.00012,477,0.809,0.9692,,
mu09_01,20,22,1760,171.4,0.00012,477,0.809,0.9692,,
mu09_01,20,23,1840,181,0.00011,371,0.998,0.8744,,
mu09_01,20,24,1920,438.4,0.00011,371,0.998,0.8744,,
mu09_01,20,25,2000,489.4,0.00011,371,0.998,0.8744,,
mu09_01,20,26,2080,450.1,0.00011,371,0.998,0.8744,,
mu09_01,20,27,2160,463.7,0.00123,814,0.995,0.8066,,
mu09_01,20,28,2240,203.8,0.00011,371,0.998,0.8744,,
mu09_01,20,29,2320,147.4,0.00011,371,0.998,0.8744,,
mu09_01,20,30,2400,245.4,0.00011,371,0.998,0.8744,,
mu09_01,20,31,2480,373.5,0.00011,371,0.998,0.8744,,
mu09_01,20,32,2560,143.9,0.00011,371,0.998,0.8744,,
mu09_01,20,33,2640,169.8,0.0001,236,0.978,0.9966,,
mu09_01,20,34,2720,132.4,0.0001,236,0.978,0.9966,,
mu09_01,20,35,2800,145,0.0001,236,0.978,0.9966,,
mu09_01,20,36,2880,190.1,0.00582,965,0.956,0.9391,,
mu09_01,20,37,2960,189.4,0.00905,95,0.9,0.9755,,
mu09_01,20,38,3040,116.5,0.0064,1022,0.952,0.9029,,
mu09_01,20,39,3120,103.4,0.0064,1022,0.952,0.9029,,
mu09_01,20,40,3200,94.8,0.00467,1021,0.948,0.923,,
mu09_01,20,41,3280,121.8,0.00912,985,0.826,0.255,,
mu09_01,20,42,3360,98.6,0.00013,994,0.855,0.5685,,
mu09_01,20,43,3440,186.6,0.00811,307,0.999,0.0308,,
mu09_01,20,44,3520,118,0.00013,994,0.855,0.5685,,
mu09_01,20,45,3600,130.1,0.00013,994,0.855,0.5685,,
mu09_01,20,46,3680,206.9,0.0078,1000,0.896,0.6296,,
mu09_01,20,47,3760,265.1,0.00033,933,0.99,0.2815,,
mu09_01,20,48,3840,314.8,0.00033,933,0.99,0.2815,,
mu09_01,20,49,3920,433.8,0.00911,963,0.999,0.5703,,
mu09_01,20,50,4000,373.6,0.00174,880,0.993,0.1826,,
mu09_01,20,51,4080,326.8,0.00145,1023,0.95,0.3713,,
mu09_01,20,52,4160,218.9,0.00247,946,0.805,0.9263,,
mu09_01,20,53,4240,253.8,0.00077,989,0.906,0.9967,,
mu09_01,20,54,4320,303,0.00046,1005,0.944,0.7472,,
mu09_01,20,55,4400,232.7,0.00039,930,0.901,0.8335,,
mu09_01,20,56,4480,269.5,0.00486,994,0.991,0.8342,,
mu09_01,20,57,4560,282.8,0.00044,1004,0.968,0.4125,,
mu09_01,20,58,4640,307.4,0.00069,828,0.951,0.9584,,
mu09_01,20,59,4720,297.1,0.00095,985,0.967,0.7373,,
mu09_01,20,60,4800,278.7,0.00095,985,0.967,0.7373,,
mu09_01,20,61,4880,304.2,0.00092,980,0.982,0.9626,,
mu09_01,20,62,4960,280.6,0.00046,833,0.962,0.7526,,
mu09_01,20,63,5040,280.8,0.00056,657,0.838,0.9687,,
mu09_01,20,64,5120,379.8,0.00136,795,0.921,0.9869,,
mu09_01,20,65,5200,267.2,0.00137,519,0.982,0.9919,,
mu09_01,20,66,5280,372.9,0.00171,755,0.809,0.9479,,
mu09_01,20,67,5360,257.4,0.00171,755,0.809,0.9479,,
mu09_01,20,68,5440,384.4,0.00065,896,0.838,0.9993,,
mu09_01,20,69,5520,354.1,0.00026,771,0.806,0.9777,,
mu09_01,20,70,5600,428,0.00241,644,0.826,0.9997,,
mu09_01,20,71,5680,356.7,0.00411,1019,0.948,0.9543,,
mu09_01,20,72,5760,324,0.00011,1000,0.805,0.6814,,
mu09_01,20,73,5840,500,0.00112,781,0.82,0.8202,,
mu09_01,20,,,,,,,,5840,4097
mu09_01,21,1,80,21.4,0.00691,575,0.964,0.3778,,
mu09_01,21,2,160,20,0.00671,327,0.933,0.4546,,
mu09_01,21,3,240,207,0.00162,995,0.901,0.9417,,
mu09_01,21,4,320,441.3,0.00079,855,0.848,0.3079,,
mu09_01,21,5,400,202.8,0.00162,995,0.901,0.9417,,
mu09_01,21,6,480,170.4,0.00339,158,0.928,0.7107,,
mu09_01,21,7,560,394.1,0.00948,810,0.937,0.9851,,
mu09_01,21,8,640,471.8,0.00652,173,0.916,0.895,,
mu09_01,21,9,720,500,0.0092,18,0.989,0.6606,,
mu09_01,21,,,,,,,,720,460
mu09_01,22,1,80,19.6,0.0022,69,0.989,0.733,,
mu09_01,22,2,160,26.7,0.0085,697,0.902,0.7106,,
mu09_01,22,3,240,213.1,0.00569,915,0.902,0.5498,,
mu09_01,22,4,320,460,0.00142,161,0.956,0.5192,,
mu09_01,22,5,400,474.7,0.00015,33,0.973,0.8492,,
mu09_01,22,6,480,407.9,0.00217,600,0.946,0.1203,,
mu09_01,22,7,560,236,0.0025,547,0.82,0.1031,,
mu09_01,22,8,640,206.8,0.0025,547,0.82,0.1031,,
mu09_01,22,9,720,250,0.00033,980,0.988,0.8201,,
mu09_01,22,10,800,203.9,0.00313,406,0.985,0.9257,,
mu09_01,22,11,880,185.2,0.00101,862,0.97,0.7173,,
mu09_01,22,12,960,323,0.00627,161,0.983,0.7065,,
mu09_01,22,13,1040,235.3,0.00847,922,0.987,0.9513,,
mu09_01,22,14,1120,399.5,0.00847,922,0.987,0.9513,,
mu09_01,22,15,1200,282.1,0.00446,997,0.812,0.7501,,
mu09_01,22,16,1280,419.4,0.00011,914,0.832,0.2839,,
mu09_01,22,17,1360,318.9,0.00011,914,0.832,0.2839,,
mu09_01,22,18,1440,391.3,0.00079,995,0.892,0.8215,,
mu09_01,22,19,1520,500,0.00176,881,0.822,0.874,,
mu09_01,22,,,,,,,,1520,1174
mu09_01,23,1,80,11.2,0.00678,446,0.825,0.9021,,
mu09_01,23,2,160,142.9,0.00725,499,0.834,0.8486,,
mu09_01,23,3,240,500,0.00434,322,0.837,0.8327,,
mu09_01,23,,,,,,,,240,101
mu09_01,24,1,80,22.3,0.00707,550,0.892,0.5225,,
mu09_01,24,2,160,16.5,0.00227,983,0.956,0.9707,,
mu09_01,24,3,240,202.1,0.00153,505,0.89,0.9997,,
mu09_01,24,4,320,200,0.00732,427,0.957,0.9061,,
mu09_01,24,5,400,500,0.00732,427,0.957,0.9061,,
mu09_01,24,,,,,,,,400,187
mu09_01,25,1,80,22.8,0.00705,706,0.938,0.4077,,
mu09_01,25,2,160,37,0.00096,1022,0.847,0.673,,
mu09_01,25,3,240,500,0.00697,48,0.912,0.9797,,
mu09_01,25,,,,,,,,240,89
mu09_01,26,1,80,17.7,0.00152,868,0.807,0.8698,,
mu09_01,26,2,160,167.8,0.0063,786,0.902,0.9977,,
mu09_01,26,3,240,500,0.00754,827,0.823,0.9723,,
mu09_01,26,,,,,,,,240,133
mu09_01,27,1,80,17.8,0.00742,335,0.896,0.4201,,
mu09_01,27,2,160,25.1,0.00988,344,0.939,0.9566,,
mu09_01,27,3,240,149.5,0.00228,329,0.93,0.9524,,
mu09_01,27,4,320,186.1,0.00228,329,0.93,0.9524,,
mu09_01,27,5,400,462.2,0.00228,329,0.93,0.9524,,
mu09_01,27,6,480,154.8,0.00329,454,0.917,0.5088,,
mu09_01,27,7,560,255.6,0.00323,390,0.825,0.2793,,
mu09_01,27,8,640,202,0.00998,792,0.817,0.2489,,
mu09_01,27,9,720,247.5,0.00135,515,0.993,0.6865,,
mu09_01,27,10,800,250.2,0.0076,1023,0.81,0.6377,,
mu09_01,27,11,880,340.3,0.00489,128,0.813,1,,
mu09_01,27,12,960,360.5,0.00293,1004,0.84,0.2719,,
mu09_01,27,13,1040,181.1,0.00328,639,0.96,0.0102,,
mu09_01,27,14,1120,422.5,0.00389,972,0.956,0.3489,,
mu09_01,27,15,1200,362.9,0.00266,1023,0.915,0.7564,,
mu09_01,27,16,1280,289.5,0.00166,998,0.91,0.6445,,
mu09_01,27,17,1360,385.1,0.001,709,0.978,0.133,,
mu09_01,27,18,1440,478.4,0.00368,1023,0.827,0.2157,,
mu09_01,27,19,1520,310.6,0.00342,976,0.939,0.3445,,
mu09_01,27,20,1600,285.5,0.00264,960,0.971,0.2576,,
mu09_01,27,21,1680,356.3,0.00152,708,0.993,0.682,,
mu09_01,27,22,1760,335.6,0.00937,272,0.999,0.2204,,
mu09_01,27,23,1840,366.2,0.00992,975,0.814,0.0938,,
mu09_01,27,24,1920,289.6,0.00013,804,0.912,0.5037,,
mu09_01,27,25,2000,299.9,0.00011,992,0.99,0.2146,,
mu09_01,27,26,2080,367.1,0.00015,482,0.956,0.9652,,
mu09_01,27,27,2160,313.6,0.00087,912,0.997,0.7976,,
mu09_01,27,28,2240,249.7,0.002,943,0.968,0.0932,,
mu09_01,27,29,2320,459.9,0.00041,991,0.928,0.5189,,
mu09_01,27,30,2400,425,0.002,943,0.968,0.0932,,
mu09_01,27,31,2480,388.7,0.00013,793,0.939,0.9357,,
mu09_01,27,32,2560,500,0.00092,915,0.961,0.9319,,
mu09_01,27,,,,,,,,2560,2375
mu09_01,28,1,80,18.6,0.00486,685,0.886,0.5216,,
